tensor_name,bits,torch_equal,mae,rmse,max_error,mean_relative_error,cosine_similarity,num_elements
model.layers.17.linear_attn.in_proj_z.weight,8,False,0.001012279186397791,0.0016087591648101807,0.025390625,0.08354447782039642,0.9986118078231812,2097152
model.layers.17.linear_attn.in_proj_b.weight,8,False,0.0009503537439741194,0.0015100209275260568,0.01513671875,0.08320767432451248,0.9984654784202576,16384
model.layers.17.linear_attn.in_proj_a.weight,8,False,0.001528251450508833,0.002424735575914383,0.029296875,0.0833587720990181,0.9984697699546814,16384
model.layers.17.mlp.gate_proj.weight,8,False,0.0010437899036332965,0.001620283699594438,0.0302734375,0.08338405191898346,0.9989745020866394,3670016
model.layers.17.mlp.up_proj.weight,8,False,0.0005771343712694943,0.0008623923640698195,0.01220703125,0.08411579579114914,0.9988975524902344,3670016
model.layers.17.mlp.down_proj.weight,8,False,0.0005468226154334843,0.0008261973271146417,0.01513671875,0.08431980758905411,0.9988524913787842,3670016
model.layers.17.input_layernorm.weight,8,False,0.06555366516113281,0.07375681400299072,0.12109375,0.09661899507045746,0.9986140727996826,1024
model.layers.17.post_attention_layernorm.weight,8,False,0.02911592647433281,0.034038394689559937,0.12109375,0.08179272711277008,0.9987948536872864,1024
model.layers.18.linear_attn.dt_bias,8,False,0.27685546875,0.3774890899658203,0.96875,0.07041779160499573,0.9983718991279602,16
model.layers.18.linear_attn.A_log,8,False,0.100341796875,0.12016481161117554,0.2109375,0.07682308554649353,0.9984902739524841,16
model.layers.18.linear_attn.conv1d.weight,8,False,0.006857036147266626,0.014992079697549343,0.1953125,0.08449269086122513,0.9986071586608887,24576
model.layers.18.linear_attn.norm.weight,8,False,0.058963775634765625,0.06957128643989563,0.123046875,0.07632216811180115,0.998657763004303,128
model.layers.18.linear_attn.out_proj.weight,8,False,0.0006227211561053991,0.0009761240216903389,0.02734375,0.084346704185009,0.9986757040023804,2097152
model.layers.18.linear_attn.in_proj_qkv.weight,8,False,0.0014373218873515725,0.0022661983966827393,0.0546875,0.08312173932790756,0.9992967844009399,6291456
model.layers.18.linear_attn.in_proj_z.weight,8,False,0.0010327922645956278,0.001657671295106411,0.0302734375,0.08359154313802719,0.9986075162887573,2097152
model.layers.18.linear_attn.in_proj_b.weight,8,False,0.0009717221837490797,0.0015331325121223927,0.0146484375,0.0831858366727829,0.9985252618789673,16384
model.layers.18.linear_attn.in_proj_a.weight,8,False,0.001449921983294189,0.0022690214682370424,0.02734375,0.08322755992412567,0.9984683394432068,16384
model.layers.18.mlp.gate_proj.weight,8,False,0.001113663543947041,0.0017142740543931723,0.0546875,0.08332806080579758,0.9989609122276306,3670016
model.layers.18.mlp.up_proj.weight,8,False,0.0005871839239262044,0.0008761403732933104,0.0126953125,0.08405674248933792,0.9988921880722046,3670016
model.layers.18.mlp.down_proj.weight,8,False,0.0005490213516168296,0.0008287162054330111,0.021484375,0.0842512845993042,0.9988620281219482,3670016
model.layers.18.input_layernorm.weight,8,False,0.06099510192871094,0.0724855363368988,0.171875,0.0839284211397171,0.9982829689979553,1024
model.layers.18.post_attention_layernorm.weight,8,False,0.029876351356506348,0.03511175513267517,0.1171875,0.07495415210723877,0.9988787174224854,1024
model.layers.19.self_attn.q_proj.weight,8,False,0.0009513422264717519,0.0015031122602522373,0.0263671875,0.08352512121200562,0.9989328980445862,4194304
model.layers.19.self_attn.k_proj.weight,8,False,0.0006788410246372223,0.001077759894542396,0.021484375,0.08408171683549881,0.998511791229248,524288
model.layers.19.self_attn.v_proj.weight,8,False,0.0011415109038352966,0.0019243397982791066,0.05078125,0.0834626629948616,0.9985235929489136,524288
model.layers.19.self_attn.o_proj.weight,8,False,0.0010486816754564643,0.001611520303413272,0.0283203125,0.08344052731990814,0.9985764622688293,2097152
model.layers.19.self_attn.q_norm.weight,8,False,0.044097900390625,0.05326603353023529,0.12109375,0.08632485568523407,0.9984683394432068,256
model.layers.19.self_attn.k_norm.weight,8,False,0.0438385009765625,0.05435692146420479,0.1875,0.08508072793483734,0.9986405372619629,256
model.layers.19.mlp.gate_proj.weight,8,False,0.0010704684536904097,0.0016469445545226336,0.05078125,0.08335016667842865,0.9989390969276428,3670016
model.layers.19.mlp.up_proj.weight,8,False,0.0006059121224097908,0.0009016339317895472,0.01416015625,0.08400990813970566,0.998887836933136,3670016
model.layers.19.mlp.down_proj.weight,8,False,0.000580947904381901,0.0008700149483047426,0.0263671875,0.08416266739368439,0.9988623857498169,3670016
model.layers.19.input_layernorm.weight,8,False,0.017568230628967285,0.022208794951438904,0.10546875,0.08381494879722595,0.998641848564148,1024
model.layers.19.post_attention_layernorm.weight,8,False,0.02890610694885254,0.034292060881853104,0.060546875,0.08078581839799881,0.9985364675521851,1024
model.layers.20.linear_attn.dt_bias,8,False,0.2332763671875,0.3456565737724304,0.96875,0.08154617249965668,0.9980695843696594,16
model.layers.20.linear_attn.A_log,8,False,0.083251953125,0.11434958875179291,0.21875,0.06907062977552414,0.9979804158210754,16
model.layers.20.linear_attn.conv1d.weight,8,False,0.0079112583771348,0.01706988550722599,0.1796875,0.08400651067495346,0.9985142946243286,24576
model.layers.20.linear_attn.norm.weight,8,False,0.0617828369140625,0.07187163829803467,0.123046875,0.07631935179233551,0.9988070726394653,128
model.layers.20.linear_attn.out_proj.weight,8,False,0.0006532888510264456,0.0010164201958104968,0.0302734375,0.08411295711994171,0.998684823513031,2097152
model.layers.20.linear_attn.in_proj_qkv.weight,8,False,0.0014440170489251614,0.002278231317177415,0.08203125,0.0830875113606453,0.9992921352386475,6291456
model.layers.20.linear_attn.in_proj_z.weight,8,False,0.0010467133251950145,0.0016946281539276242,0.05859375,0.08354634791612625,0.9986391663551331,2097152
model.layers.20.linear_attn.in_proj_b.weight,8,False,0.001167981536127627,0.0018037481931969523,0.0146484375,0.08387067914009094,0.9985212683677673,16384
model.layers.20.linear_attn.in_proj_a.weight,8,False,0.0017380547942593694,0.002720152260735631,0.0283203125,0.08329646289348602,0.9985092282295227,16384
model.layers.20.mlp.gate_proj.weight,8,False,0.0010723239975050092,0.0016393408877775073,0.0302734375,0.08330167084932327,0.9989394545555115,3670016
model.layers.20.mlp.up_proj.weight,8,False,0.0006199165945872664,0.0009201402426697314,0.0126953125,0.08400018513202667,0.9988915920257568,3670016
model.layers.20.mlp.down_proj.weight,8,False,0.0005910106119699776,0.0008830936858430505,0.0234375,0.08411509543657303,0.9988514184951782,3670016
model.layers.20.input_layernorm.weight,8,False,0.06580066680908203,0.07642187178134918,0.1953125,0.10338404029607773,0.9976646304130554,1024
model.layers.20.post_attention_layernorm.weight,8,False,0.030698776245117188,0.03533388674259186,0.0859375,0.0776529461145401,0.9989683032035828,1024
model.layers.21.linear_attn.dt_bias,8,False,0.267578125,0.34878185391426086,0.75,0.09412982314825058,0.9986297488212585,16
model.layers.21.linear_attn.A_log,8,False,0.12451171875,0.13575975596904755,0.21875,0.09791235625743866,0.9988667964935303,16
model.layers.21.linear_attn.conv1d.weight,8,False,0.007615117821842432,0.016543319448828697,0.234375,0.08400890976190567,0.9985162615776062,24576
model.layers.21.linear_attn.norm.weight,8,False,0.06696319580078125,0.07646657526493073,0.123046875,0.07628937065601349,0.998960554599762,128
model.layers.21.linear_attn.out_proj.weight,8,False,0.0007214871002361178,0.0011152965016663074,0.0302734375,0.08394986391067505,0.9986756443977356,2097152
model.layers.21.linear_attn.in_proj_qkv.weight,8,False,0.0014046806609258056,0.0021895531099289656,0.05859375,0.0831180140376091,0.999456524848938,6291456
model.layers.21.linear_attn.in_proj_z.weight,8,False,0.0010962904198095202,0.001718610874377191,0.0390625,0.08339549601078033,0.9986550807952881,2097152
model.layers.21.linear_attn.in_proj_b.weight,8,False,0.0010593676706776023,0.001643180730752647,0.01513671875,0.08384133875370026,0.9984950423240662,16384
model.layers.21.linear_attn.in_proj_a.weight,8,False,0.0016973025631159544,0.0026744173374027014,0.029296875,0.08281374722719193,0.998557984828949,16384
model.layers.21.mlp.gate_proj.weight,8,False,0.0010829389793798327,0.0016590777086094022,0.060546875,0.08333910256624222,0.9989469051361084,3670016
model.layers.21.mlp.up_proj.weight,8,False,0.0006350060575641692,0.0009436901891604066,0.01513671875,0.08388694375753403,0.9988771080970764,3670016
model.layers.21.mlp.down_proj.weight,8,False,0.0005961857386864722,0.0008925236761569977,0.0224609375,0.08401361852884293,0.99885493516922,3670016
model.layers.21.input_layernorm.weight,8,False,0.0678558349609375,0.07393935322761536,0.21875,0.09421094506978989,0.9990236163139343,1024
model.layers.21.post_attention_layernorm.weight,8,False,0.03137063980102539,0.03640571981668472,0.07421875,0.07617641985416412,0.9988677501678467,1024
model.layers.22.linear_attn.dt_bias,8,False,0.2164306640625,0.3023943603038788,0.84375,0.08103437721729279,0.9987338781356812,16
model.layers.22.linear_attn.A_log,8,False,0.123779296875,0.14012566208839417,0.234375,0.09312117099761963,0.9990834593772888,16
model.layers.22.linear_attn.conv1d.weight,8,False,0.00696011446416378,0.014437510631978512,0.12109375,0.08473027497529984,0.9985469579696655,24576
model.layers.22.linear_attn.norm.weight,8,False,0.06658935546875,0.07743870466947556,0.16796875,0.06359650194644928,0.9992372393608093,128
model.layers.22.linear_attn.out_proj.weight,8,False,0.0007670114282518625,0.0011776161845773458,0.0283203125,0.08378751575946808,0.9986720085144043,2097152
model.layers.22.linear_attn.in_proj_qkv.weight,8,False,0.0012288851430639625,0.0019317475380375981,0.05859375,0.08324375003576279,0.9992968440055847,6291456
model.layers.22.linear_attn.in_proj_z.weight,8,False,0.0011003449326381087,0.001722071785479784,0.060546875,0.08328980952501297,0.9986655116081238,2097152
model.layers.22.linear_attn.in_proj_b.weight,8,False,0.001192988594993949,0.001871245913207531,0.0224609375,0.0839976966381073,0.998447597026825,16384
model.layers.22.linear_attn.in_proj_a.weight,8,False,0.001892685773782432,0.002992903580889106,0.0302734375,0.08279770612716675,0.9984560012817383,16384
model.layers.22.mlp.gate_proj.weight,8,False,0.001088203047402203,0.001689779688604176,0.060546875,0.08333342522382736,0.998965322971344,3670016
model.layers.22.mlp.up_proj.weight,8,False,0.0006483003380708396,0.0009669594583101571,0.01513671875,0.08397864550352097,0.9988585114479065,3670016
model.layers.22.mlp.down_proj.weight,8,False,0.0005893236957490444,0.0008842852548696101,0.0283203125,0.08412791788578033,0.9988702535629272,3670016
model.layers.22.input_layernorm.weight,8,False,0.04038381576538086,0.04778304696083069,0.12109375,0.07719113677740097,0.9988148212432861,1024
model.layers.22.post_attention_layernorm.weight,8,False,0.028900206089019775,0.033778563141822815,0.08984375,0.07391055673360825,0.9988721609115601,1024
model.layers.23.self_attn.q_proj.weight,8,False,0.0009761999826878309,0.0015812554629519582,0.0546875,0.08354554325342178,0.9990588426589966,4194304
model.layers.23.self_attn.k_proj.weight,8,False,0.0005948845646344125,0.000979408621788025,0.0244140625,0.08442872017621994,0.9985139966011047,524288
model.layers.23.self_attn.v_proj.weight,8,False,0.0010960731888189912,0.001791404327377677,0.0390625,0.0834687203168869,0.9985183477401733,524288
model.layers.23.self_attn.o_proj.weight,8,False,0.0008209547959268093,0.0013378969160839915,0.0302734375,0.08380724489688873,0.9986705780029297,2097152
model.layers.23.self_attn.q_norm.weight,8,False,0.04039955139160156,0.050429750233888626,0.1484375,0.08863266557455063,0.9985018372535706,256
model.layers.23.self_attn.k_norm.weight,8,False,0.036432743072509766,0.046416476368904114,0.1640625,0.08496921509504318,0.9985859394073486,256
model.layers.23.mlp.gate_proj.weight,8,False,0.0011805305257439613,0.0018200393533334136,0.060546875,0.0831679031252861,0.9988925457000732,3670016
model.layers.23.mlp.up_proj.weight,8,False,0.0007107220008037984,0.0010690430644899607,0.029296875,0.08378754556179047,0.9988256692886353,3670016
model.layers.23.mlp.down_proj.weight,8,False,0.0005436380160972476,0.0008288972312584519,0.041015625,0.08439188450574875,0.9989359378814697,3670016
model.layers.23.input_layernorm.weight,8,False,0.021029233932495117,0.026988482102751732,0.12109375,0.0793057456612587,0.9985100030899048,1024
model.layers.23.post_attention_layernorm.weight,8,False,0.020079612731933594,0.024772943928837776,0.1171875,0.077768474817276,0.9985198974609375,1024
model.norm.weight,8,False,0.2300424575805664,0.27411195635795593,0.84375,0.07040201127529144,0.9989320039749146,1024
lm_head.weight,8,False,0.0012763750273734331,0.0019034405704587698,0.0302734375,0.08314015716314316,1.0,254279680
model.embed_tokens.weight,4,False,0.010024817660450935,0.014332196675240993,0.11669921875,0.6219444274902344,1.0,254279680
model.layers.0.linear_attn.dt_bias,4,False,3.587890625,4.349254608154297,11.0625,0.6165115833282471,0.9205799102783203,16
model.layers.0.linear_attn.A_log,4,False,1.06640625,1.5167641639709473,4.59375,0.5800085663795471,0.8413043022155762,16
model.layers.0.linear_attn.conv1d.weight,4,False,0.021831423044204712,0.04830924794077873,1.6328125,0.7110415101051331,0.8500999212265015,24576
model.layers.0.linear_attn.norm.weight,4,False,0.8266220092773438,0.8310329914093018,0.9345703125,0.8672086000442505,0.9959871768951416,128
model.layers.0.linear_attn.out_proj.weight,4,False,0.005426052026450634,0.007912078872323036,0.158203125,0.6234455108642578,0.8916401267051697,2097152
model.layers.0.linear_attn.in_proj_qkv.weight,4,False,0.007507956121116877,0.011641384102404118,0.265625,0.613979697227478,0.8558558821678162,6291456
model.layers.0.linear_attn.in_proj_z.weight,4,False,0.00820493046194315,0.012312719598412514,0.3359375,0.6182227730751038,0.8701692223548889,2097152
model.layers.0.linear_attn.in_proj_b.weight,4,False,0.008113008923828602,0.012720921076834202,0.115234375,0.6181401610374451,0.8502733707427979,16384
model.layers.0.linear_attn.in_proj_a.weight,4,False,0.022376585751771927,0.031061427667737007,0.1162109375,0.6866649985313416,0.7267978191375732,16384
model.layers.0.mlp.gate_proj.weight,4,False,0.005358305759727955,0.007481237407773733,0.11083984375,0.6113551259040833,0.9043471217155457,3670016
model.layers.0.mlp.up_proj.weight,4,False,0.00371349835768342,0.004822851624339819,0.07568359375,0.6395055055618286,0.8999601602554321,3670016
model.layers.0.mlp.down_proj.weight,4,False,0.0036853961646556854,0.0048358254134655,0.142578125,0.6436406373977661,0.8965062499046326,3670016
model.layers.0.input_layernorm.weight,4,False,0.11645489931106567,0.16643017530441284,0.875,0.4267754554748535,0.8944202065467834,1024
model.layers.0.post_attention_layernorm.weight,4,False,0.061431363224983215,0.07397012412548065,0.232421875,0.5850737690925598,0.8409803509712219,1024
model.layers.1.linear_attn.dt_bias,4,False,1.63397216796875,1.9902580976486206,4.0,0.7046627998352051,0.9124054312705994,16
model.layers.1.linear_attn.A_log,4,False,0.521697998046875,0.7221697568893433,1.59375,0.558406412601471,0.8570933938026428,16
model.layers.1.linear_attn.conv1d.weight,4,False,0.02017182670533657,0.04677795246243477,1.6953125,0.7018279433250427,0.82492595911026,24576
model.layers.1.linear_attn.norm.weight,4,False,0.8012123107910156,0.8067197203636169,0.94921875,0.8631854057312012,0.9948782324790955,128
model.layers.1.linear_attn.out_proj.weight,4,False,0.005614831577986479,0.008063053712248802,0.19921875,0.6210083961486816,0.8988697528839111,2097152
model.layers.1.linear_attn.in_proj_qkv.weight,4,False,0.007790911942720413,0.01168248150497675,0.1875,0.6150767207145691,0.8716288805007935,6291456
model.layers.1.linear_attn.in_proj_z.weight,4,False,0.009469559416174889,0.014069529250264168,0.1162109375,0.626529335975647,0.8701050281524658,2097152
model.layers.1.linear_attn.in_proj_b.weight,4,False,0.008774013258516788,0.01342928409576416,0.11669921875,0.6242202520370483,0.8441433310508728,16384
model.layers.1.linear_attn.in_proj_a.weight,4,False,0.01625896245241165,0.024129897356033325,0.11669921875,0.6534751653671265,0.7653586864471436,16384
model.layers.1.mlp.gate_proj.weight,4,False,0.00601681275293231,0.008489362895488739,0.11572265625,0.6105748414993286,0.9022173285484314,3670016
model.layers.1.mlp.up_proj.weight,4,False,0.0037130997516214848,0.004826014395803213,0.09375,0.639539897441864,0.8998253345489502,3670016
model.layers.1.mlp.down_proj.weight,4,False,0.003718812018632889,0.004917567130178213,0.11669921875,0.6447070240974426,0.896666407585144,3670016
model.layers.1.input_layernorm.weight,4,False,0.30756744742393494,0.31816565990448,0.6640625,0.7079905867576599,0.9888120293617249,1024
model.layers.1.post_attention_layernorm.weight,4,False,0.07037603110074997,0.0768345296382904,0.353515625,0.4223298132419586,0.9785580635070801,1024
model.layers.2.linear_attn.dt_bias,4,False,1.23443603515625,1.5931473970413208,3.46875,0.6542212963104248,0.9239513874053955,16
model.layers.2.linear_attn.A_log,4,False,0.8299942016601562,0.9493053555488586,1.7578125,0.7793339490890503,0.7904505133628845,16
model.layers.2.linear_attn.conv1d.weight,4,False,0.02352975867688656,0.05446659028530121,1.234375,0.6946225166320801,0.8473660945892334,24576
model.layers.2.linear_attn.norm.weight,4,False,0.8090667724609375,0.8170025944709778,0.9638671875,0.8632159233093262,0.9926859140396118,128
model.layers.2.linear_attn.out_proj.weight,4,False,0.005509722977876663,0.007987684570252895,0.171875,0.6252468824386597,0.896953821182251,2097152
model.layers.2.linear_attn.in_proj_qkv.weight,4,False,0.008115784265100956,0.012315327301621437,0.125,0.6168710589408875,0.8650017976760864,6291456
model.layers.2.linear_attn.in_proj_z.weight,4,False,0.009562663733959198,0.014470282010734081,0.11669921875,0.6260613799095154,0.8603023290634155,2097152
model.layers.2.linear_attn.in_proj_b.weight,4,False,0.008566431701183319,0.01365734077990055,0.11572265625,0.6245755553245544,0.8324854373931885,16384
model.layers.2.linear_attn.in_proj_a.weight,4,False,0.014728017151355743,0.021648962050676346,0.11474609375,0.6488382816314697,0.7964757084846497,16384
model.layers.2.mlp.gate_proj.weight,4,False,0.007743449416011572,0.011183619499206543,0.11669921875,0.6149855852127075,0.889778733253479,3670016
model.layers.2.mlp.up_proj.weight,4,False,0.0035624222364276648,0.00460522947832942,0.1005859375,0.647113025188446,0.8947722315788269,3670016
model.layers.2.mlp.down_proj.weight,4,False,0.0035706243943423033,0.004699882585555315,0.115234375,0.6499037146568298,0.8940145969390869,3670016
model.layers.2.input_layernorm.weight,4,False,0.317419171333313,0.33057084679603577,0.79296875,0.7080051302909851,0.9829805493354797,1024
model.layers.2.post_attention_layernorm.weight,4,False,0.14066503942012787,0.14916445314884186,0.50390625,0.5548542737960815,0.9833278059959412,1024
model.layers.3.self_attn.q_proj.weight,4,False,0.009460344910621643,0.014945016242563725,0.125,0.6302013993263245,0.8412750959396362,4194304
model.layers.3.self_attn.k_proj.weight,4,False,0.005425474140793085,0.00806712917983532,0.10595703125,0.6243641376495361,0.8822656273841858,524288
model.layers.3.self_attn.v_proj.weight,4,False,0.005630757659673691,0.008291651494801044,0.1162109375,0.6234658360481262,0.8863239884376526,524288
model.layers.3.self_attn.o_proj.weight,4,False,0.005329268053174019,0.00778407184407115,0.201171875,0.6270167231559753,0.8927369117736816,2097152
model.layers.3.self_attn.q_norm.weight,4,False,0.30545127391815186,0.3511170744895935,1.1015625,0.6689879298210144,0.9288477897644043,256
model.layers.3.self_attn.k_norm.weight,4,False,0.30872583389282227,0.3616882860660553,1.5078125,0.6715162992477417,0.9196988344192505,256
model.layers.3.mlp.gate_proj.weight,4,False,0.007720420602709055,0.011327809654176235,0.11669921875,0.6161211133003235,0.8836672306060791,3670016
model.layers.3.mlp.up_proj.weight,4,False,0.003509287256747484,0.004526296630501747,0.08642578125,0.6498623490333557,0.8930675983428955,3670016
model.layers.3.mlp.down_proj.weight,4,False,0.0034956822637468576,0.004599332343786955,0.11474609375,0.6516798734664917,0.8941693305969238,3670016
model.layers.3.input_layernorm.weight,4,False,0.22491057217121124,0.23635831475257874,0.71484375,0.6453408002853394,0.9845978021621704,1024
model.layers.3.post_attention_layernorm.weight,4,False,0.12251890450716019,0.13324619829654694,0.337890625,0.5324975848197937,0.9835196733474731,1024
model.layers.4.linear_attn.dt_bias,4,False,1.6898040771484375,2.1567795276641846,3.53125,0.6293399930000305,0.9621654152870178,16
model.layers.4.linear_attn.A_log,4,False,0.710479736328125,0.7995619773864746,1.265625,0.696082592010498,0.8844046592712402,16
model.layers.4.linear_attn.conv1d.weight,4,False,0.03055340237915516,0.06814223527908325,0.9375,0.6874354481697083,0.8889737725257874,24576
model.layers.4.linear_attn.norm.weight,4,False,0.757232666015625,0.7683928608894348,0.951171875,0.8539369702339172,0.9892386198043823,128
model.layers.4.linear_attn.out_proj.weight,4,False,0.005089232698082924,0.007400953210890293,0.1171875,0.6311015486717224,0.8958001136779785,2097152
model.layers.4.linear_attn.in_proj_qkv.weight,4,False,0.009008589200675488,0.013890866190195084,0.23046875,0.6218855381011963,0.8494345545768738,6291456
model.layers.4.linear_attn.in_proj_z.weight,4,False,0.008484231308102608,0.013107323087751865,0.11669921875,0.6276992559432983,0.8596494197845459,2097152
model.layers.4.linear_attn.in_proj_b.weight,4,False,0.0067512039095163345,0.010736341588199139,0.10986328125,0.622793436050415,0.8461730480194092,16384
model.layers.4.linear_attn.in_proj_a.weight,4,False,0.014508833177387714,0.02134006656706333,0.11669921875,0.6471452713012695,0.8122839331626892,16384
model.layers.4.mlp.gate_proj.weight,4,False,0.007276351097971201,0.010623248293995857,0.115234375,0.6152823567390442,0.8874273300170898,3670016
model.layers.4.mlp.up_proj.weight,4,False,0.00355086219497025,0.004606756381690502,0.08349609375,0.649388313293457,0.8938354253768921,3670016
model.layers.4.mlp.down_proj.weight,4,False,0.0035187972243875265,0.004650255665183067,0.11669921875,0.6520046591758728,0.8939984440803528,3670016
model.layers.4.input_layernorm.weight,4,False,0.3658212721347809,0.3795633316040039,0.71484375,0.7367216348648071,0.9849424362182617,1024
model.layers.4.post_attention_layernorm.weight,4,False,0.11611050367355347,0.12478852272033691,0.248046875,0.5212237238883972,0.9842343330383301,1024
model.layers.5.linear_attn.dt_bias,4,False,1.63189697265625,1.9507198333740234,4.5,0.5916759371757507,0.9639534950256348,16
model.layers.5.linear_attn.A_log,4,False,0.508148193359375,0.7380251884460449,1.546875,0.4528498649597168,0.9147133827209473,16
model.layers.5.linear_attn.conv1d.weight,4,False,0.024875884875655174,0.055197760462760925,1.2734375,0.6914947628974915,0.88383549451828,24576
model.layers.5.linear_attn.norm.weight,4,False,0.8098335266113281,0.817467987537384,0.994140625,0.8637043833732605,0.992966890335083,128
model.layers.5.linear_attn.out_proj.weight,4,False,0.005144077353179455,0.007454657927155495,0.14453125,0.6293196678161621,0.8973152041435242,2097152
model.layers.5.linear_attn.in_proj_qkv.weight,4,False,0.008380751125514507,0.01279151439666748,0.216796875,0.6196455359458923,0.8609108328819275,6291456
model.layers.5.linear_attn.in_proj_z.weight,4,False,0.0077029038220644,0.011690785177052021,0.11669921875,0.6200408935546875,0.8695364594459534,2097152
model.layers.5.linear_attn.in_proj_b.weight,4,False,0.006857401225715876,0.010598390363156796,0.10986328125,0.6223548650741577,0.8621218204498291,16384
model.layers.5.linear_attn.in_proj_a.weight,4,False,0.01266818679869175,0.018624035641551018,0.115234375,0.6399772763252258,0.843117356300354,16384
model.layers.5.mlp.gate_proj.weight,4,False,0.0066841840744018555,0.009794559329748154,0.11572265625,0.615748941898346,0.8878464698791504,3670016
model.layers.5.mlp.up_proj.weight,4,False,0.003618147224187851,0.004726405721157789,0.05859375,0.6483403444290161,0.8948572278022766,3670016
model.layers.5.mlp.down_proj.weight,4,False,0.00355459819547832,0.00473030423745513,0.115234375,0.6510165333747864,0.8951425552368164,3670016
model.layers.5.input_layernorm.weight,4,False,0.3239235281944275,0.3418424427509308,0.6484375,0.7138729691505432,0.9809667468070984,1024
model.layers.5.post_attention_layernorm.weight,4,False,0.11206088960170746,0.12204530835151672,0.240234375,0.5042109489440918,0.9771329164505005,1024
model.layers.6.linear_attn.dt_bias,4,False,1.334564208984375,1.774766445159912,4.0,0.6671525835990906,0.8959836959838867,16
model.layers.6.linear_attn.A_log,4,False,0.5712890625,0.7014584541320801,1.578125,0.7167006134986877,0.8121499419212341,16
model.layers.6.linear_attn.conv1d.weight,4,False,0.02192486636340618,0.05030959099531174,0.75,0.6836097836494446,0.8858795166015625,24576
model.layers.6.linear_attn.norm.weight,4,False,0.8538589477539062,0.8581448793411255,1.017578125,0.8710366487503052,0.996192991733551,128
model.layers.6.linear_attn.out_proj.weight,4,False,0.0052762324921786785,0.007667945697903633,0.11669921875,0.6296935677528381,0.8973567485809326,2097152
model.layers.6.linear_attn.in_proj_qkv.weight,4,False,0.007956748828291893,0.01214640587568283,0.11669921875,0.6181768178939819,0.8642574548721313,6291456
model.layers.6.linear_attn.in_proj_z.weight,4,False,0.007365573197603226,0.011193809099495411,0.11669921875,0.618475615978241,0.870315670967102,2097152
model.layers.6.linear_attn.in_proj_b.weight,4,False,0.007968313060700893,0.012327723205089569,0.11376953125,0.6226800084114075,0.857856273651123,16384
model.layers.6.linear_attn.in_proj_a.weight,4,False,0.011695127934217453,0.017253514379262924,0.1142578125,0.6334947347640991,0.8502538204193115,16384
model.layers.6.mlp.gate_proj.weight,4,False,0.006185080390423536,0.009271672926843166,0.11669921875,0.6232648491859436,0.881569504737854,3670016
model.layers.6.mlp.up_proj.weight,4,False,0.0036377981305122375,0.004815137945115566,0.10400390625,0.6497946977615356,0.8926551342010498,3670016
model.layers.6.mlp.down_proj.weight,4,False,0.0035258319694548845,0.004734521731734276,0.1083984375,0.6542486548423767,0.8925454616546631,3670016
model.layers.6.input_layernorm.weight,4,False,0.2740158438682556,0.29007488489151,0.55859375,0.6882740259170532,0.9841827750205994,1024
model.layers.6.post_attention_layernorm.weight,4,False,0.08132858574390411,0.0929984301328659,0.265625,0.46329188346862793,0.9667665958404541,1024
model.layers.7.self_attn.q_proj.weight,4,False,0.0069188643246889114,0.010828979313373566,0.138671875,0.6264415383338928,0.8619217872619629,4194304
model.layers.7.self_attn.k_proj.weight,4,False,0.004577416926622391,0.006507127080112696,0.0947265625,0.6342921257019043,0.8923514485359192,524288
model.layers.7.self_attn.v_proj.weight,4,False,0.005124067422002554,0.007675912696868181,0.10595703125,0.6357010006904602,0.8830362558364868,524288
model.layers.7.self_attn.o_proj.weight,4,False,0.00480642868205905,0.007002080790698528,0.10546875,0.6344617605209351,0.8949877023696899,2097152
model.layers.7.self_attn.q_norm.weight,4,False,0.3805065155029297,0.3979317843914032,0.8984375,0.7389088869094849,0.9750537872314453,256
model.layers.7.self_attn.k_norm.weight,4,False,0.3749806880950928,0.40166130661964417,0.9375,0.7290240526199341,0.9640321731567383,256
model.layers.7.mlp.gate_proj.weight,4,False,0.005484390072524548,0.008014095947146416,0.115234375,0.6206874847412109,0.8897345066070557,3670016
model.layers.7.mlp.up_proj.weight,4,False,0.003669261932373047,0.004844558425247669,0.068359375,0.647892415523529,0.8944963812828064,3670016
model.layers.7.mlp.down_proj.weight,4,False,0.0035399917978793383,0.004758968949317932,0.115234375,0.6534314751625061,0.892703115940094,3670016
model.layers.7.input_layernorm.weight,4,False,0.06400305032730103,0.07805877923965454,0.3984375,0.4588758051395416,0.9294289946556091,1024
model.layers.7.post_attention_layernorm.weight,4,False,0.08815118670463562,0.10172047466039658,0.322265625,0.4660817086696625,0.9621995091438293,1024
model.layers.8.linear_attn.dt_bias,4,False,1.2435302734375,1.555144190788269,2.6875,0.5455055832862854,0.9660859704017639,16
model.layers.8.linear_attn.A_log,4,False,0.89788818359375,1.0166243314743042,1.765625,0.7395747900009155,0.7331692576408386,16
model.layers.8.linear_attn.conv1d.weight,4,False,0.021146312355995178,0.04676339030265808,0.60546875,0.6865994334220886,0.8843228220939636,24576
model.layers.8.linear_attn.norm.weight,4,False,0.872100830078125,0.877314031124115,1.02734375,0.8731359243392944,0.9954447150230408,128
model.layers.8.linear_attn.out_proj.weight,4,False,0.004957865923643112,0.007239816710352898,0.11669921875,0.63407963514328,0.89545738697052,2097152
